Date,GSPC,Return,VIX,Drawdown,RSI_14,MACD_Hist,Consumer_Sentiment_ZScore,Gold,Oil,true_regime,regime,segment
2010-02-02,1016.3301289213946,0.0242820720208272,13.529766398550825,-0.0046178466049352,38.51760487696753,-0.8128750265254265,,1825.095391760333,69.55027983239286,bull,bull,
2010-02-03,1019.7245224805451,0.0033398533237944,14.62815103810246,-0.001293416211473,47.81783271591208,0.3192115765646623,,1831.8931138736043,69.56685894206566,bull,bull,
2010-02-04,1017.5747010134124,-0.0021082374893791,11.801210475611375,-0.0033989268723057,55.72508631405148,0.8649503109250365,,1847.0356160474128,69.14261842536449,bull,bull,
2010-02-05,1025.4857459959635,0.007774412015818,19.554172996106608,0.0,61.57296755429054,1.654658630445952,,1847.9383511967555,68.36822466383919,bull,bull,
2010-02-08,1029.8558566791455,0.0042615030976737,12.530976003155208,0.0,63.25440878177439,2.3261390879895663,,1856.6100328396724,67.92841122885278,bull,bull,
2010-02-09,1033.728893192621,0.0037607559236147,12.93606743230564,0.0,63.01686873604023,2.8512926431809595,,1873.2569957988885,67.31258668305506,bull,bull,
2010-02-10,1039.160936686363,0.0052548047457253,14.1194815912272,0.0,62.53383945442432,3.350195424327925,,1876.2036142372517,67.8538081920344,bull,bull,
2010-02-11,1056.673238958354,0.0168523485186363,17.576151449704756,0.0,66.16300793953462,4.569789541174217,,1873.5185360376631,66.99516314860718,bull,bull,
2010-02-12,1047.5360718870863,-0.0086471074826073,15.029017998525308,-0.0086471074826072,72.3419606902456,4.466043536031486,,1854.544042877777,68.08038609009013,bull,bull,
2010-02-15,1051.9242597979437,0.0041890566144916,12.527728407939076,-0.0044942740909119,65.5475474358158,4.391269657464154,,1853.8044485727237,68.70839746516126,bull,bull,
2010-02-16,1044.5491672262897,-0.0070110490398523,17.50867672151468,-0.0114738135547143,66.54189594889195,3.577861045785463,,1863.1486223931777,68.73904283629568,bull,bull,
2010-02-17,1049.609069070144,0.0048441011707379,16.462001253570964,-0.0066852926976495,73.62774360376446,3.1295483407765747,,1873.9060709625865,68.75305345742868,bull,bull,
2010-02-18,1042.3148191450662,-0.0069494920918887,16.076869914432905,-0.0135883254008041,75.95179261202358,2.1380259917302684,,1879.7642581214695,68.30702656807111,bull,bull,
2010-02-19,1039.2515241540048,-0.0029389345088406,16.431468482341682,-0.016487324711207,75.54734305261354,1.1231442673644736,,1873.8471463973008,68.54207193012337,bull,bull,
2010-02-22,1037.2138436185926,-0.0019607193139032,19.788723801164902,-0.0184157170091144,72.94412292574434,0.209715561661465,,1851.808962376486,69.4507416870678,bull,bull,
2010-02-23,1045.7257740371506,0.0082065337547576,19.370189790072224,-0.01036031245761,62.93070546274106,0.080532625788404,,1846.491880731988,68.87861498149657,bull,bull,
2010-02-24,1053.8276762212415,0.0077476355515393,13.626569313993407,-0.0026929448311924,65.05914364176046,0.4233211338754206,,1843.30470792,67.6249756247932,bull,bull,
2010-02-25,1043.747035707339,-0.009565739011571,18.247769985622305,-0.0122329238353357,69.57104765442666,-0.117369572338724,,1840.0280977599969,68.20916202804132,bull,bull,
2010-02-26,1044.6232330457444,0.0008394728879987,15.7663363795178,-0.0114037201552375,59.7861703145821,-0.4839567304114265,,1847.0410670310976,68.48830063596988,bull,bull,
2010-03-01,1039.1111335231851,-0.0052766388379933,15.998191632275498,-0.0166201856805621,58.23591203863159,-1.128785199030112,,1869.2315263996768,67.5813521486752,bull,bull,
2010-03-02,1029.0649662623837,-0.0096680392854026,11.615458336713342,-0.0261275403578744,53.09262750005576,-2.2009878376626553,,1870.803877623391,67.00010545309837,bull,bull,
2010-03-03,1027.689995099502,-0.0013361364033949,14.659228469223608,-0.027428766803466,45.06922918138495,-2.92646171842836,,1868.5581819818044,66.32278455071018,bull,bull,
2010-03-04,1025.5648736946905,-0.0020678623076465,13.37435281932687,-0.0294399101980946,32.61756254483403,-3.437785029130512,,1865.838811562181,65.75941313666998,bull,bull,
2010-03-05,1045.8851411386622,0.0198137318907641,16.656117629786618,-0.0102094927948837,35.57341338418358,-2.3478308111518373,,1867.4178869973184,65.5171427639188,bull,bull,
2010-03-08,1049.9261051795556,0.0038636786028855,17.14216100080561,-0.006385260390856,46.98324170172337,-1.344919991694736,,1858.324005283441,65.32068517901679,bull,bull,
2010-03-09,1038.7749030056748,-0.0106209400060338,10.851027297967375,-0.0169383829293557,53.26262100786884,-1.4156037419537937,,1859.850044886679,64.82362586654186,bull,bull,
2010-03-10,1034.4970284756548,-0.0041181920333675,14.95593027199146,-0.0209868194490853,44.54439019263201,-1.713624250380172,,1865.0666899549408,64.24682745834542,bull,bull,
2010-03-11,1043.363771159496,0.0085710663634351,17.243723009588503,-0.0125956325079057,45.97716046060464,-1.2957478484103788,,1867.5996675790595,64.08329280460957,bull,bull,
2010-03-12,1061.2131608867787,0.0171075421829594,14.62664207537311,0.0,52.363881433677754,0.1251379169289457,,1872.9134585289223,64.22506417192162,bull,bull,
2010-03-15,1048.1731152399836,-0.0122878664979036,16.45812729000473,-0.0122878664979036,60.79752772874093,0.1286285231406818,,1877.9749802856968,63.994139200611336,bull,bull,
2010-03-16,1032.8284948925852,-0.0146393950811123,15.702330935254167,-0.0267473746466492,51.32955010789449,-0.9038254241360236,,1858.197311962265,64.8967128137978,bull,bull,
2010-03-17,1048.7007154591477,0.0153677214029742,15.683320463905252,-0.0117906994455056,41.90769905606644,-0.5372205461292712,,1865.4837141918576,65.30537082620438,bull,bull,
2010-03-18,1052.3889050778264,0.0035169134189672,14.457370043863405,-0.0083152528956374,52.20903754653591,-0.0892626908822835,,1858.159658963891,64.07174255705577,bull,bull,
2010-03-19,1045.4996075407664,-0.0065463418550109,12.56683839172858,-0.0148071602625825,53.20671200177339,-0.2886241281695367,,1846.128010177347,64.48723071223412,bull,bull,
2010-03-22,1050.38944338155,0.0046770326889794,12.756939705149945,-0.010199381146182,52.68514087750952,-0.1308872946455208,,1834.0788662465968,64.96872641251339,bull,bull,
2010-03-23,1028.6611063550615,-0.020685981912135,16.418705028910633,-0.0306743788444122,58.552234892451054,-1.4560082974448187,,1839.0331711656584,64.64279003132373,bull,bull,
2010-03-24,1029.1003488164097,0.0004270040527772,15.038916511037764,-0.0302604728757179,50.67801258215553,-2.2230891588599953,,1836.7611384373577,63.49587366503344,bull,bull,
2010-03-25,1032.2108760225135,0.0030225693827446,14.72297551078555,-0.0273293678717948,51.56280466034441,-2.424647602713472,,1818.4085651602663,63.51471931100391,bull,bull,
2010-03-26,1040.256093896233,0.0077941611163026,14.152219915355294,-0.0197482162518916,45.079725658763984,-1.9407348321300857,,1823.8060143624791,63.521546900844186,bull,bull,
2010-03-29,1032.2345047901993,-0.0077111676183403,14.389622309038495,-0.0273071020645504,46.7481336547612,-2.0734722503887917,,1808.2349991602591,62.67926676198317,bull,bull,
2010-03-30,1033.35499254906,0.0010854972912268,17.093823588976278,-0.0262512465586458,47.8236713286613,-1.9976038950727135,,1809.932801904792,61.6002663387027,bull,bull,
2010-03-31,1026.1179972855473,-0.0070033970084766,14.329511836263949,-0.033070795665505,49.87797941205543,-2.323764725330568,0.48959259185834,1812.7037973577508,61.54786653060528,bull,bull,0.0
2010-04-01,1028.6248754277558,0.0024430700453945,12.317870573396863,-0.0307085198903783,43.486760132299274,-2.2576842036828833,0.4958962496895961,1822.516801370536,61.38803125701934,bull,bull,0.0
2010-04-02,1021.668521383484,-0.0067627705789041,16.487303551080345,-0.0372636157944462,35.75659159380341,-2.5479941030986297,0.3507411711913445,1842.181955799166,61.092927671804155,bull,bull,0.0
2010-04-05,1018.741638544676,-0.0028648067132817,14.590246672270563,-0.0400216694510389,37.69947833716325,-2.783505256644911,-0.0521870893022942,1827.282281376264,61.04399658551943,bull,bull,0.0
2010-04-06,1011.0333063442808,-0.0075665231583218,15.062791731065554,-0.0472853677206247,42.63667737393698,-3.271120490469692,-0.1720937213363195,1826.8897023198847,60.24839085845959,bull,bull,0.0
2010-04-07,1016.7042830864312,0.0056090899345892,18.21515661279902,-0.0419415056661705,27.971039922954503,-3.029896295956866,-0.3514192596528729,1824.0433866606936,59.94607362978401,bull,bull,0.0
2010-04-08,1024.093292216667,0.0072676089332533,14.958878885298986,-0.0349787111941708,29.760806534270955,-2.227948478694275,-0.0312500088247035,1828.9728604762192,60.34171174315574,bull,bull,0.0
2010-04-09,1022.580742718278,-0.0014769645596593,15.578367346237451,-0.0364040134370538,38.06614982332207,-1.6795881182149643,-0.2273114151082187,1831.522471735606,60.10036656101693,bull,bull,0.0
2010-04-12,1023.3025865136556,0.0007059039596802,12.642153017403349,-0.0357238072146071,33.833570229452334,-1.172495537935912,-0.637003407965339,1827.8314457873912,58.906552733113195,bull,bull,0.0
2010-04-13,1011.8531288170932,-0.0111887313170683,14.56066109529808,-0.0465128344511285,45.92591400954188,-1.4919231061188922,-0.6772588124104144,1823.1788596228137,58.58419797264871,bull,bull,0.0
2010-04-14,1009.8320400372672,-0.0019974131840542,16.219052090417204,-0.0484173422864223,38.52004067215076,-1.7075556976277104,-1.0496617323768789,1811.1482399268996,57.84358230878494,bull,bull,0.0
2010-04-15,1009.8303870065098,-1.636936333958239e-06,11.889252532317515,-0.0484188999666495,34.84378827962735,-1.714060255263723,-0.5882541784122948,1822.064337348494,58.04057646947127,bull,bull,0.0
2010-04-16,1031.4067711723426,0.0213663447282398,15.40169018623142,-0.0280870901464594,26.86862319160069,-0.2081798193946538,-0.5199954663514766,1827.266741159352,58.27425066507191,bull,bull,0.0
2010-04-19,1022.6442113231808,-0.0084957362061933,15.201582145289612,-0.0363442058439688,49.75127374850149,0.2310074440266518,-0.8549756746734187,1837.5115116570169,57.125939335615435,bull,bull,0.0
2010-04-20,1035.0319280282008,0.0121134179100195,15.08257491117488,-0.0246710404879451,44.12037617526008,1.32782389625981,-1.2056570506952582,1834.2731239644968,57.65767647043164,bull,bull,0.0
2010-04-21,1043.7001860655892,0.0083748701877264,17.074317797316485,-0.0165027870617013,55.09172657886489,2.538939110731094,-1.3843064140768726,1827.227657394336,56.89969507051814,bull,bull,0.0
2010-04-22,1046.4608682806804,0.002645091235921,15.668877029697043,-0.0139013472032055,57.87262068212465,3.375411470609903,-1.4383490066338016,1815.588417481296,57.97567897218582,bull,bull,0.0
2010-04-23,1061.602072778929,0.014468963873561,17.956143796712887,0.0,63.35737378675716,4.7156184473952285,-1.4917264324852366,1819.6798559702636,57.95334006335445,bull,bull,0.0
2010-04-26,1065.1869371361352,0.0033768437808549,13.012820968811928,0.0,70.24834208674976,5.55305418038938,-1.261262953008456,1808.5092792455705,57.098138736084,bull,bull,0.0
2010-04-27,1068.929230244525,0.0035132735653434,15.271849134436696,0.0,76.62649559191244,6.028853074526159,-0.9230354100541472,1828.7500760600424,56.32709501464218,bull,bull,0.0
2010-04-28,1068.902544186701,-2.4965224140362743e-05,15.168933572779896,-2.496522414044354e-05,76.1214418873669,5.99877441885208,-0.7518498304819443,1814.5848422498443,56.57364679254098,bull,bull,0.0
2010-04-29,1079.7931123356157,0.010188551059349,12.86149101248984,0.0,74.16667748780588,6.336239526716112,-0.6872066920118417,1817.7457777595775,56.31931438076663,bull,bull,0.0
2010-04-30,1089.696708993005,0.009171753870487,16.912590004182693,0.0,77.95236792563874,6.808955680056543,-0.7123517065917672,1835.0164135077569,56.265256460579806,bull,bull,0.0
2010-05-03,1084.6781998279916,-0.0046054182999696,19.649346611705635,-0.0046054182999698,79.69795985990982,6.373851086438015,-0.881426345398032,1841.7959523975887,57.36543143275895,bull,bull,0.0
2010-05-04,1073.664401730599,-0.0101539775567901,14.965987851032338,-0.0147126325427024,84.9267244318092,4.9954183083100645,-0.7716163613624024,1843.9214627884887,56.89555526998994,bull,bull,0.0
2010-05-05,1072.3504028143925,-0.0012238450991652,16.010042176547532,-0.0159184716586344,78.54234744007914,3.705618377867017,-0.589550348989342,1833.391008236811,56.947873822054014,bull,bull,0.0
2010-05-06,1065.9159695611274,-0.0060003085151811,15.169036951630655,-0.0218232644327735,77.66746202724698,2.2037652319211514,-0.3418081982724243,1818.374408102963,57.92954889338474,bull,bull,0.0
2010-05-07,1065.8006410806152,-0.0001081965969228,13.572830660185648,-0.0219290998267511,67.67145457729268,1.0459785395329373,-0.4916783764577435,1826.957682009849,58.12918348640362,bull,bull,0.0
2010-05-10,1076.777860194999,0.0102995050774731,11.358479444395968,-0.011855453624288,74.27376305901876,0.8700556027481969,-0.5281278381238804,1843.65038140868,57.0201232607803,bull,bull,0.0
2010-05-11,1073.269272958053,-0.0032584132406943,13.58845303380927,-0.0150752368979186,73.71925247012835,0.3923346645890326,-0.2665808259017471,1838.9802307328632,57.37733541035578,bull,bull,0.0
2010-05-12,1073.3308925126294,5.7412949507400994e-05,12.216083238096536,-0.0150186894622259,67.89548174652958,-0.0225564463389762,-0.3853679593006679,1826.5958591913652,56.58805081678694,bull,bull,0.0
2010-05-13,1074.2584456195375,0.0008641818784671,18.40820415611823,-0.0141674864630304,66.80882887185257,-0.321004494129383,-0.3002027419628308,1799.8380261590946,57.55467037805486,bull,bull,0.0
2010-05-14,1081.9796213236532,0.0071874470576422,14.769780612153522,-0.007081867464281,59.62374150493623,-0.0965383888077564,-0.3041867911247186,1789.4267027996475,56.99786282688522,bull,bull,0.0
2010-05-17,1062.963705406256,-0.0175751146718768,14.30816134190566,-0.0245325175033822,61.93193608161275,-1.2621654010475236,-0.2909636712966413,1788.3853619363856,59.04033074647802,bull,bull,0.0
2010-05-18,1058.22968774126,-0.0044536023581223,16.778307649575613,-0.028876861783701,46.79048212674662,-2.323657643098567,-0.3165011169272727,1805.7232920476472,60.091751176790986,bull,bull,0.0
2010-05-19,1060.4416730220023,0.0020902695382357,12.756497794288224,-0.0268469526700113,44.356852117268446,-2.8156612845959543,-0.141862491324593,1813.196823497215,59.52933139520568,bull,bull,0.0
2010-05-20,1071.0467595817058,0.0100006316514148,13.466271923990895,-0.0171148075032121,38.508479474591425,-2.38288328278356,0.0208613815143234,1816.6972224998224,59.55553416264976,bull,bull,0.0
2010-05-21,1067.260374106084,-0.0035352195800496,15.13614453849724,-0.0205895224806676,39.16294855070214,-2.30615605211138,0.1504821953963366,1812.5175145579528,60.10604952261798,bull,bull,0.0
2010-05-24,1051.665115511086,-0.0146124216483349,17.05753798284696,-0.0349010813449772,39.708621771943335,-3.2049752138254615,0.3570832832701258,1806.3567778509112,60.68330355579597,bull,bull,0.0
2010-05-25,1057.2996128325346,0.005357691567729,16.003370090337576,-0.0297303790064747,37.53012856839393,-3.3059921563087977,0.0829749545785758,1821.7720199188668,61.017549322961585,bull,bull,0.0
2010-05-26,1052.348385415958,-0.004682899110605,15.496650285031764,-0.0342740537516724,41.98707835476911,-3.5696878464679864,0.0532586920762624,1824.1483962620964,61.946596942405435,bull,bull,0.0
2010-05-27,1042.753774467109,-0.0091173332727228,15.156235470472032,-0.043078899053734,42.644930326490595,-4.209717908807921,-0.0799586928699721,1801.318077020839,61.86757616851082,bull,bull,0.0
2010-05-28,1037.962567883339,-0.0045947631177057,15.80047171105355,-0.0474757248349164,38.51790100938444,-4.735938787751675,-0.2518239564936871,1794.2186539684558,61.60769448422892,bull,bull,0.0
2010-05-31,1036.845509597916,-0.0010762028612467,15.403305810258509,-0.048500834185256,29.246360645181312,-4.917971183980692,-0.4780280067593977,1785.159112553816,61.363582135978085,bull,bull,0.0
2010-06-01,1032.2440334827172,-0.0044379573163057,12.940055450446128,-0.0527235468696423,29.995396130161197,-5.0858888228077,-0.4875348327556081,1779.4866194220117,62.00792912828664,bull,bull,0.0
2010-06-02,1014.44347187297,-0.0172445284567925,15.092158443266303,-0.0690588826220983,28.464600434468153,-6.066900116440453,-0.4187700339800118,1785.6747200113978,62.29206015490526,bull,bull,0.0
2010-06-03,1022.12943283988,0.007576529575097,12.852622682164494,-0.0620055797136107,23.2489861864306,-5.865798505355703,-0.6131377986406017,1784.702117828111,62.52225448244006,bull,bull,0.0
2010-06-04,1032.9629830360875,0.0105990003302297,15.162165085801648,-0.0520637765432414,23.529766887101378,-4.720072373090026,-0.6827322332524898,1784.0574969118911,63.131396990599065,bull,bull,0.0
2010-06-07,1038.7601530268032,0.005612175930716,14.038704117023515,-0.0467437916861036,35.846712687274504,-3.3529867675435456,-0.6673849295509205,1798.2957725043116,61.59019362429223,bull,bull,0.0
2010-06-08,1029.7213967591588,-0.0087014853633985,20.078763245565725,-0.0550385366303158,41.01578789148939,-2.8579742383320568,-1.131517867729496,1790.9609438806992,61.831678049809014,bull,bull,0.0
2010-06-09,1028.47344416769,-0.0012119322715801,14.920211232496577,-0.056183765923173,36.53425378632574,-2.4318048019812366,-1.35097402339433,1811.1722912298785,62.006218159441495,bull,bull,0.0
2010-06-10,1028.8311775490806,0.0003478294781643,12.191520867476822,-0.055855478814991,29.631309272741778,-1.9631116859284763,-1.275365563894563,1804.0582862086997,63.260337138537835,bull,bull,0.0
2010-06-11,1034.1711767154825,0.0051903551164952,14.731639578646153,-0.0509550334687473,30.98915055914011,-1.1699043273342289,-0.9996205757786358,1805.2042045116032,62.11260131271854,bull,bull,0.0
2010-06-14,1040.114272943482,0.0057467239097446,16.038717491275776,-0.0455011340681594,40.44700342209457,-0.1737242747152363,-1.4010501044867056,1802.3389454555852,63.28567478257684,bull,bull,0.0
2010-06-15,1034.4213214772142,-0.0054733903902279,18.346727892305047,-0.0507254789884343,40.71596230399922,0.1552642986597829,-1.250867310551279,1803.8538380156697,63.35559972883853,bull,bull,0.0
2010-06-16,1035.5136336203695,0.0010559644513084,13.821095200122564,-0.0497230788397133,40.34571571068082,0.4814898470443349,-0.7398536824007567,1808.8460972594537,63.74003354849738,bull,bull,0.0
2010-06-17,1039.71599982075,0.0040582432369219,11.83514405195272,-0.0458666239512116,45.80843264243305,0.9862612741072256,-0.7776123312558384,1813.73542895451,65.03465899216843,bull,bull,0.0
2010-06-18,1052.2410203105358,0.0120465785771741,16.633674022861964,-0.0343725812635353,51.30299051739458,2.1053653111832817,-0.8705631565680307,1805.7210689891683,65.48529293805598,bull,bull,0.0
2010-06-21,1058.5924021609048,0.0060360523185977,12.2388025882007,-0.0285440036437695,58.490285152494224,3.1520700951221485,-1.0367299888818813,1793.7356169456016,65.81300881326636,bull,bull,0.0
2010-06-22,1065.698154434809,0.0067124534990041,14.12768911698503,-0.0220231504418995,64.10225181203512,4.139484388167915,-1.089083080969187,1820.855160887383,66.01752235838804,bull,bull,0.0
2010-06-23,1066.8391047579971,0.0010706130234348,14.484759028978011,-0.020976115690145,80.85472919311684,4.6478802134210815,-1.1271917930710824,1815.7496541081696,65.64770951981832,bull,bull,1.0
2010-06-24,1079.3037041740338,0.011683673161628,14.860733093399784,-0.009537520608441,79.16839266410732,5.541440965768361,-1.3137329134997064,1823.548797535581,65.63839611247829,bull,bull,1.0
2010-06-25,1083.2734936837978,0.0036781023676759,16.37832891414867,-0.0058944982178966,79.46987686753673,6.074824713683905,-0.7206798808775661,1806.141478143296,65.08794246730518,bull,bull,1.0
2010-06-28,1076.2444534106903,-0.0064887032813885,13.632731435427225,-0.0123449538493565,78.92604833828025,5.638730259764971,-0.6282006605589172,1803.2919715036924,65.06615084236962,bull,bull,1.0
2010-06-29,1088.7579043634976,0.0116269597610015,14.45254149566648,-0.000861528370013,81.3927803767125,5.852150771091307,-0.3233264972993856,1802.096034933348,63.255283843435194,bull,bull,1.0
2010-06-30,1095.2721891609071,0.0059832261803122,14.971459294101225,0.0,85.27119494141942,6.065295819306394,-0.0920733359293873,1807.3885935134836,63.59360313572248,bull,bull,1.0
2010-07-01,1091.828267677243,-0.0031443521690278,15.299195915037576,-0.0031443521690279,86.22688482316016,5.617761300218838,-0.2526257171527669,1778.0461370080804,63.51342132910224,bull,bull,1.0
2010-07-02,1088.0768071766424,-0.0034359437391939,15.195654349415843,-0.0065694920910729,82.18685293369185,4.747155690889217,-0.1231741312838488,1779.9963756734858,63.26988261841605,bull,bull,1.0
2010-07-05,1091.0936136774606,0.002772604361126,15.87201155044516,-0.0038151023323689,77.52281135237803,4.078131163148067,0.065098275173568,1767.8951615699546,63.44938541304382,bull,bull,1.0
2010-07-06,1095.5730748994831,0.0041054783621406,16.687679019283475,0.0,83.62146781098838,3.6545734447637823,-0.1181452285441654,1771.5124063670964,62.3705702917768,bull,bull,1.0
2010-07-07,1097.7404888823346,0.0019783381250496,15.785268231301936,0.0,84.2243741684672,3.251194196931042,0.6662964263101742,1760.6743374320577,63.82700044506816,bull,bull,1.0
2010-07-08,1100.9134741609157,0.002890469387543,15.907171047018435,0.0,83.81810183157737,2.9383713119141497,0.9165285967057571,1751.813046292801,63.76105377943587,bull,bull,1.0
2010-07-09,1116.325887383943,0.013999658996611,11.835553666507044,0.0,81.74898443882233,3.473100648577585,1.2846704195699732,1749.1121610911528,63.66221565338171,bull,bull,1.0
2010-07-12,1126.341948621207,0.008972345217879,15.10045539833136,0.0,83.5755881402361,4.158729426765365,0.9522412759583988,1738.2432186707167,62.93743695586711,bull,bull,1.0
2010-07-13,1128.5102523073915,0.0019250847301201,15.959015096003217,0.0,84.0291770441696,4.392693119286914,0.942694642350978,1733.4574758288911,62.96810993048694,bull,bull,1.0
2010-07-14,1137.4598855363267,0.0079304846461398,16.4578823891409,0.0,84.1942205983468,4.754053895777789,0.8484752095863478,1721.2188246917474,64.02871446655189,bull,bull,1.0
2010-07-15,1128.5192333215816,-0.0078601912282203,13.61529845153241,-0.0078601912282203,83.44265904380573,4.023769894863268,0.8332680518590727,1702.4592216322214,64.83746080766515,bull,bull,1.0
2010-07-16,1132.5631876495015,0.0035834163995744,13.68192145022271,-0.0043049411667967,74.81864588249648,3.467023059839029,0.7415879467060429,1713.027649781188,65.51522319025267,bull,bull,1.0
2010-07-19,1149.409443059667,0.0148744507978648,13.851798649432803,0.0,81.99632515285279,3.8573424471929942,0.3214140420001107,1699.8779490685454,65.95789562612353,bull,bull,1.0
2010-07-20,1147.8642147474156,-0.0013443671631389,16.072827799782686,-0.001344367163139,82.6968948139064,3.638310218752032,0.4715666176787855,1698.2255226588634,65.68730267792274,bull,bull,1.0
2010-07-21,1140.5396112023736,-0.0063810714289526,17.067762109848417,-0.007716860089197,79.97282669411862,2.67171156335651,0.4801155059005079,1706.0668183133791,64.55735245583215,bull,bull,1.0
2010-07-22,1135.045961387132,-0.0048167111087444,14.185079785416796,-0.0124964013122251,76.81819816370057,1.3979812715679714,0.6163018724839574,1699.9426106246897,64.41452155609113,bull,bull,1.0
2010-07-23,1125.6057111442512,-0.0083170642987391,16.8159246272541,-0.0207095322377476,75.54692737268313,-0.2565312345620896,0.8990969313219932,1691.696196842881,64.2450818899623,bull,bull,1.0
2010-07-26,1118.989293543293,-0.0058780952650216,15.24695961832919,-0.0264658948993817,67.72343737510512,-1.882183287346379,0.3342909743127354,1694.1617231476432,65.06648952228927,bull,bull,1.0
2010-07-27,1116.1201324967635,-0.0025640647887202,14.751428445675128,-0.0289620994188883,61.87676716676418,-3.1610957647564675,-0.1343541476116445,1705.6949034688166,65.32107421998504,bull,bull,1.0
2010-07-28,1104.0163273683324,-0.0108445361534291,14.577231540364062,-0.0394925550380902,59.313999981395874,-4.737764523237971,0.0288424152132625,1693.8985024299257,66.59795348658814,bull,bear,2.0
2010-07-29,1104.595877064773,0.0005249466715968,16.493222729204316,-0.0389883398518134,51.65136892820776,-5.598189170562922,-0.2291800580837484,1692.541881153384,67.56827651036767,bull,bear,2.0
2010-07-30,1113.010928584674,0.0076182173902931,15.65115563357414,-0.031667144110198,44.05980564424695,-5.451778176442614,-0.1333140844157106,1675.1172173763748,67.21165470684484,bull,bear,2.0
2010-08-02,1105.3733925641577,-0.0068620494411753,19.551650855295275,-0.0383118920428283,43.16295801800819,-5.69399014396938,-0.009292808963341,1671.3327824711662,65.77725379317752,bull,bear,2.0
2010-08-03,1119.250550120736,0.0125542713891341,13.295550714005351,-0.0262385985438311,38.62600068725546,-4.781091066247264,-0.2641779576733163,1671.842920212909,66.88408124968628,bull,bear,2.0
2010-08-04,1124.2718849494388,0.0044863367082207,16.03620340405995,-0.0218699770234298,41.644186828573325,-3.7463072857525344,-0.1246687868412155,1663.4373155643837,67.98851284657846,bull,bear,2.0
2010-08-05,1133.9908159241534,0.0086446446849924,13.941597980376974,-0.0134143905190738,48.143223837611075,-2.381045406830058,-0.2091966010131277,1659.0425956801816,66.88747021755738,bull,bear,2.0
